invoice_id,branch,city,category,unit_price,quantity,total_sales,profit_margin,gross_profit,date,year,month,month_name,quarter,day_of_week,is_weekend,time,hour,payment_method,rating,rating_category
6357,WALM069,Rockwall,Electronic accessories,36.0,3,108.0,0.33,35.64,2023-12-15,2023,12,December,4,Friday,0,1900-01-01 18:05:00,18,Credit card,5.0,Average
6358,WALM058,Port Arthur,Electronic accessories,84.0,3,252.0,0.33,83.16000000000001,2020-12-29,2020,12,December,4,Tuesday,0,1900-01-01 20:30:00,20,Credit card,3.0,Poor
6359,WALM099,Weatherford,Electronic accessories,22.0,3,66.0,0.18,11.879999999999999,2020-11-22,2020,11,November,4,Sunday,1,1900-01-01 19:44:00,19,Credit card,5.0,Average
6360,WALM035,San Angelo,Electronic accessories,37.0,2,74.0,0.48,35.519999999999996,2022-12-28,2022,12,December,4,Wednesday,0,1900-01-01 20:34:00,20,Credit card,6.0,Good
6361,WALM025,Waco,Electronic accessories,64.0,3,192.0,0.48,92.16,2020-11-14,2020,11,November,4,Saturday,1,1900-01-01 18:49:00,18,Credit card,6.0,Good
6362,WALM089,Southlake,Electronic accessories,25.0,1,25.0,0.33,8.25,2023-11-06,2023,11,November,4,Monday,0,1900-01-01 19:01:00,19,Credit card,6.0,Good
6363,WALM038,Sugar Land,Electronic accessories,29.0,2,58.0,0.48,27.84,2022-12-28,2022,12,December,4,Wednesday,0,1900-01-01 19:46:00,19,Credit card,4.0,Average
6364,WALM075,San Marcos,Electronic accessories,41.0,2,82.0,0.33,27.060000000000002,2021-11-22,2021,11,November,4,Monday,0,1900-01-01 16:03:00,16,Credit card,4.0,Average
6365,WALM082,Weslaco,Electronic accessories,20.0,2,40.0,0.33,13.200000000000001,2021-12-27,2021,12,December,4,Monday,0,1900-01-01 18:27:00,18,Cash,7.0,Good
6366,WALM074,Weslaco,Electronic accessories,72.0,3,216.0,0.33,71.28,2023-11-29,2023,11,November,4,Wednesday,0,1900-01-01 17:31:00,17,Cash,4.0,Average
6367,WALM058,Port Arthur,Electronic accessories,60.0,1,60.0,0.33,19.8,2020-11-07,2020,11,November,4,Saturday,1,1900-01-01 18:25:00,18,Credit card,5.0,Average
6368,WALM032,Tyler,Electronic accessories,17.0,1,17.0,0.48,8.16,2022-12-30,2022,12,December,4,Friday,0,1900-01-01 19:05:00,19,Credit card,4.0,Average
6369,WALM038,Sugar Land,Electronic accessories,58.0,1,58.0,0.48,27.84,2023-12-01,2023,12,December,4,Friday,0,1900-01-01 18:52:00,18,Credit card,5.0,Average
6370,WALM029,Round Rock,Electronic accessories,68.0,3,204.0,0.48,97.92,2021-12-04,2021,12,December,4,Saturday,1,1900-01-01 19:03:00,19,Credit card,7.0,Good
6371,WALM082,Weslaco,Electronic accessories,47.0,2,94.0,0.33,31.020000000000003,2020-12-01,2020,12,December,4,Tuesday,0,1900-01-01 16:03:00,16,Cash,6.0,Good
6372,WALM055,Waxahachie,Electronic accessories,74.0,1,74.0,0.33,24.42,2021-12-25,2021,12,December,4,Saturday,1,1900-01-01 15:23:00,15,Credit card,6.0,Good
6373,WALM054,Sherman,Electronic accessories,30.0,1,30.0,0.33,9.9,2023-11-20,2023,11,November,4,Monday,0,1900-01-01 18:30:00,18,Credit card,6.0,Good
6374,WALM055,Waxahachie,Electronic accessories,57.0,1,57.0,0.33,18.810000000000002,2021-11-24,2021,11,November,4,Wednesday,0,1900-01-01 19:17:00,19,Credit card,4.0,Average
6375,WALM032,Tyler,Electronic accessories,32.0,3,96.0,0.48,46.08,2020-12-08,2020,12,December,4,Tuesday,0,1900-01-01 18:02:00,18,Credit card,7.0,Good
6376,WALM054,Sherman,Electronic accessories,60.0,1,60.0,0.33,19.8,2022-11-17,2022,11,November,4,Thursday,0,1900-01-01 19:30:00,19,Credit card,5.0,Average
6377,WALM050,Victoria,Electronic accessories,69.0,1,69.0,0.48,33.12,2023-12-14,2023,12,December,4,Thursday,0,1900-01-01 15:28:00,15,Ewallet,3.0,Poor
6378,WALM009,Plano,Electronic accessories,25.0,2,50.0,0.48,24.0,2021-12-15,2021,12,December,4,Wednesday,0,1900-01-01 19:00:00,19,Credit card,7.0,Good
6379,WALM029,Round Rock,Electronic accessories,41.0,1,41.0,0.48,19.68,2022-11-13,2022,11,November,4,Sunday,1,1900-01-01 20:13:00,20,Credit card,6.0,Good
6380,WALM087,Waxahachie,Electronic accessories,48.0,1,48.0,0.33,15.84,2023-11-08,2023,11,November,4,Wednesday,0,1900-01-01 15:53:00,15,Credit card,7.0,Good
6381,WALM054,Sherman,Electronic accessories,73.0,3,219.0,0.33,72.27000000000001,2020-12-02,2020,12,December,4,Wednesday,0,1900-01-01 20:35:00,20,Credit card,4.0,Average
6382,WALM075,San Marcos,Electronic accessories,58.0,2,116.0,0.33,38.28,2020-11-05,2020,11,November,4,Thursday,0,1900-01-01 15:39:00,15,Credit card,4.0,Average
6383,WALM050,Victoria,Electronic accessories,55.0,3,165.0,0.48,79.2,2022-12-01,2022,12,December,4,Thursday,0,1900-01-01 15:18:00,15,Ewallet,6.0,Good
6384,WALM058,Port Arthur,Electronic accessories,41.0,1,41.0,0.33,13.530000000000001,2023-12-17,2023,12,December,4,Sunday,1,1900-01-01 16:11:00,16,Credit card,3.0,Poor
6385,WALM086,Rosenberg,Electronic accessories,56.0,3,168.0,0.33,55.440000000000005,2022-11-16,2022,11,November,4,Wednesday,0,1900-01-01 19:33:00,19,Credit card,5.0,Average
6386,WALM035,San Angelo,Electronic accessories,17.0,3,51.0,0.48,24.48,2023-12-11,2023,12,December,4,Monday,0,1900-01-01 20:49:00,20,Credit card,6.0,Good
6387,WALM075,San Marcos,Electronic accessories,44.0,3,132.0,0.33,43.56,2023-11-03,2023,11,November,4,Friday,0,1900-01-01 18:55:00,18,Credit card,3.0,Poor
6388,WALM054,Sherman,Electronic accessories,82.0,3,246.0,0.33,81.18,2020-11-16,2020,11,November,4,Monday,0,1900-01-01 17:35:00,17,Credit card,3.0,Poor
6389,WALM003,San Antonio,Electronic accessories,30.0,1,30.0,0.48,14.399999999999999,2022-12-11,2022,12,December,4,Sunday,1,1900-01-01 15:53:00,15,Credit card,6.0,Good
6390,WALM025,Waco,Electronic accessories,57.0,1,57.0,0.48,27.36,2023-11-27,2023,11,November,4,Monday,0,1900-01-01 18:16:00,18,Credit card,5.0,Average
6391,WALM075,San Marcos,Electronic accessories,41.0,2,82.0,0.33,27.060000000000002,2022-12-01,2022,12,December,4,Thursday,0,1900-01-01 16:27:00,16,Credit card,4.0,Average
6392,WALM003,San Antonio,Electronic accessories,68.0,1,68.0,0.48,32.64,2020-12-17,2020,12,December,4,Thursday,0,1900-01-01 15:54:00,15,Credit card,3.0,Poor
6393,WALM046,Temple,Electronic accessories,67.0,3,201.0,0.48,96.47999999999999,2020-12-17,2020,12,December,4,Thursday,0,1900-01-01 17:01:00,17,Credit card,4.0,Average
6394,WALM084,Schertz,Electronic accessories,65.0,3,195.0,0.33,64.35000000000001,2020-11-08,2020,11,November,4,Sunday,1,1900-01-01 15:41:00,15,Credit card,5.0,Average
6395,WALM056,Rowlett,Home and lifestyle,59.0,2,118.0,0.33,38.940000000000005,2020-12-04,2020,12,December,4,Friday,0,1900-01-01 15:50:00,15,Credit card,5.0,Average
6396,WALM038,Sugar Land,Fashion accessories,70.0,2,140.0,0.48,67.2,2021-11-11,2021,11,November,4,Thursday,0,1900-01-01 15:26:00,15,Credit card,6.0,Good
6397,WALM032,Tyler,Home and lifestyle,30.0,3,90.0,0.48,43.199999999999996,2021-12-20,2021,12,December,4,Monday,0,1900-01-01 17:13:00,17,Credit card,7.0,Good
6398,WALM089,Southlake,Fashion accessories,66.0,3,198.0,0.33,65.34,2022-11-25,2022,11,November,4,Friday,0,1900-01-01 16:43:00,16,Credit card,6.0,Good
6399,WALM065,Texas City,Home and lifestyle,33.0,2,66.0,0.33,21.78,2021-12-14,2021,12,December,4,Tuesday,0,1900-01-01 16:13:00,16,Credit card,7.0,Good
6400,WALM073,Seguin,Fashion accessories,79.0,3,237.0,0.33,78.21000000000001,2022-12-02,2022,12,December,4,Friday,0,1900-01-01 16:46:00,16,Credit card,7.0,Good
6401,WALM025,Waco,Home and lifestyle,50.0,3,150.0,0.48,72.0,2023-11-08,2023,11,November,4,Wednesday,0,1900-01-01 19:47:00,19,Credit card,3.0,Poor
6402,WALM050,Victoria,Fashion accessories,58.0,3,174.0,0.48,83.52,2020-11-15,2020,11,November,4,Sunday,1,1900-01-01 16:35:00,16,Ewallet,6.0,Good
6403,WALM069,Rockwall,Home and lifestyle,45.0,2,90.0,0.33,29.700000000000003,2022-12-19,2022,12,December,4,Monday,0,1900-01-01 17:21:00,17,Credit card,5.0,Average
6404,WALM099,Weatherford,Fashion accessories,44.0,2,88.0,0.18,15.84,2020-11-01,2020,11,November,4,Sunday,1,1900-01-01 15:46:00,15,Credit card,4.0,Average
6405,WALM065,Texas City,Home and lifestyle,61.0,2,122.0,0.33,40.260000000000005,2022-11-19,2022,11,November,4,Saturday,1,1900-01-01 19:15:00,19,Credit card,3.0,Poor
6406,WALM009,Plano,Fashion accessories,77.0,1,77.0,0.48,36.96,2021-12-30,2021,12,December,4,Thursday,0,1900-01-01 17:25:00,17,Credit card,4.0,Average
6407,WALM087,Waxahachie,Home and lifestyle,71.0,1,71.0,0.33,23.43,2023-11-25,2023,11,November,4,Saturday,1,1900-01-01 20:54:00,20,Credit card,3.0,Poor
6408,WALM058,Port Arthur,Fashion accessories,31.0,1,31.0,0.33,10.23,2023-11-20,2023,11,November,4,Monday,0,1900-01-01 15:23:00,15,Credit card,3.0,Poor
6409,WALM082,Weslaco,Home and lifestyle,45.0,3,135.0,0.33,44.550000000000004,2022-11-02,2022,11,November,4,Wednesday,0,1900-01-01 16:15:00,16,Cash,5.0,Average
6410,WALM087,Waxahachie,Fashion accessories,82.0,3,246.0,0.33,81.18,2021-12-19,2021,12,December,4,Sunday,1,1900-01-01 17:42:00,17,Credit card,6.0,Good
6411,WALM055,Waxahachie,Home and lifestyle,28.0,1,28.0,0.33,9.24,2022-12-22,2022,12,December,4,Thursday,0,1900-01-01 15:36:00,15,Credit card,5.0,Average
6412,WALM046,Temple,Fashion accessories,19.0,2,38.0,0.48,18.24,2022-12-13,2022,12,December,4,Tuesday,0,1900-01-01 15:05:00,15,Credit card,7.0,Good
6413,WALM055,Waxahachie,Home and lifestyle,43.0,2,86.0,0.33,28.380000000000003,2022-12-05,2022,12,December,4,Monday,0,1900-01-01 15:05:00,15,Credit card,4.0,Average
6414,WALM082,Weslaco,Fashion accessories,25.0,3,75.0,0.33,24.75,2020-12-03,2020,12,December,4,Thursday,0,1900-01-01 15:24:00,15,Cash,6.0,Good
6415,WALM058,Port Arthur,Home and lifestyle,61.0,2,122.0,0.33,40.260000000000005,2023-12-13,2023,12,December,4,Wednesday,0,1900-01-01 17:17:00,17,Credit card,3.0,Poor
6416,WALM009,Plano,Fashion accessories,39.0,3,117.0,0.48,56.16,2022-11-11,2022,11,November,4,Friday,0,1900-01-01 20:16:00,20,Credit card,4.0,Average
6417,WALM046,Temple,Home and lifestyle,41.0,1,41.0,0.48,19.68,2023-11-30,2023,11,November,4,Thursday,0,1900-01-01 16:43:00,16,Credit card,7.0,Good
6418,WALM069,Rockwall,Fashion accessories,20.0,3,60.0,0.33,19.8,2022-11-16,2022,11,November,4,Wednesday,0,1900-01-01 20:17:00,20,Credit card,5.0,Average
6419,WALM050,Victoria,Home and lifestyle,84.0,3,252.0,0.48,120.96,2023-12-28,2023,12,December,4,Thursday,0,1900-01-01 17:52:00,17,Ewallet,5.0,Average
6420,WALM099,Weatherford,Fashion accessories,17.0,1,17.0,0.18,3.06,2021-12-27,2021,12,December,4,Monday,0,1900-01-01 20:41:00,20,Credit card,6.0,Good
6421,WALM030,Richardson,Home and lifestyle,56.0,3,168.0,0.48,80.64,2021-12-21,2021,12,December,4,Tuesday,0,1900-01-01 16:59:00,16,Credit card,4.0,Average
6422,WALM029,Round Rock,Fashion accessories,73.0,2,146.0,0.48,70.08,2023-12-07,2023,12,December,4,Thursday,0,1900-01-01 18:10:00,18,Credit card,7.0,Good
6423,WALM030,Richardson,Home and lifestyle,30.0,1,30.0,0.48,14.399999999999999,2021-11-06,2021,11,November,4,Saturday,1,1900-01-01 20:47:00,20,Credit card,4.0,Average
6424,WALM054,Sherman,Fashion accessories,76.0,1,76.0,0.21,15.959999999999999,2023-12-10,2023,12,December,4,Sunday,1,1900-01-01 20:14:00,20,Credit card,6.0,Good
6425,WALM065,Texas City,Home and lifestyle,48.0,2,96.0,0.33,31.68,2023-12-06,2023,12,December,4,Wednesday,0,1900-01-01 16:17:00,16,Credit card,5.0,Average
6426,WALM082,Weslaco,Fashion accessories,53.0,2,106.0,0.33,34.980000000000004,2022-11-05,2022,11,November,4,Saturday,1,1900-01-01 17:48:00,17,Cash,3.0,Poor
6427,WALM099,Weatherford,Home and lifestyle,37.0,1,37.0,0.18,6.66,2021-12-02,2021,12,December,4,Thursday,0,1900-01-01 19:14:00,19,Credit card,4.0,Average
6428,WALM029,Round Rock,Fashion accessories,70.0,3,210.0,0.48,100.8,2021-12-21,2021,12,December,4,Tuesday,0,1900-01-01 17:12:00,17,Credit card,4.0,Average
6429,WALM056,Rowlett,Home and lifestyle,26.0,1,26.0,0.33,8.58,2022-12-31,2022,12,December,4,Saturday,1,1900-01-01 18:31:00,18,Credit card,6.0,Good
6430,WALM082,Weslaco,Fashion accessories,31.0,2,62.0,0.33,20.46,2022-11-13,2022,11,November,4,Sunday,1,1900-01-01 19:57:00,19,Cash,6.0,Good
6431,WALM029,Round Rock,Home and lifestyle,23.0,3,69.0,0.48,33.12,2023-11-26,2023,11,November,4,Sunday,1,1900-01-01 15:07:00,15,Credit card,6.0,Good
6432,WALM073,Seguin,Fashion accessories,50.0,1,50.0,0.33,16.5,2023-12-08,2023,12,December,4,Friday,0,1900-01-01 16:04:00,16,Credit card,4.0,Average
6433,WALM075,San Marcos,Home and lifestyle,29.0,3,87.0,0.33,28.71,2023-12-01,2023,12,December,4,Friday,0,1900-01-01 15:18:00,15,Credit card,6.0,Good
6434,WALM032,Tyler,Fashion accessories,51.0,3,153.0,0.48,73.44,2022-11-13,2022,11,November,4,Sunday,1,1900-01-01 18:42:00,18,Credit card,5.0,Average
6435,WALM025,Waco,Home and lifestyle,44.0,2,88.0,0.48,42.239999999999995,2022-11-19,2022,11,November,4,Saturday,1,1900-01-01 15:34:00,15,Credit card,7.0,Good
6436,WALM056,Rowlett,Fashion accessories,46.0,1,46.0,0.33,15.180000000000001,2021-12-27,2021,12,December,4,Monday,0,1900-01-01 19:06:00,19,Credit card,6.0,Good
6437,WALM038,Sugar Land,Home and lifestyle,78.0,3,234.0,0.48,112.32,2023-12-15,2023,12,December,4,Friday,0,1900-01-01 18:16:00,18,Credit card,7.0,Good
6438,WALM030,Richardson,Fashion accessories,19.0,3,57.0,0.48,27.36,2022-12-20,2022,12,December,4,Tuesday,0,1900-01-01 17:25:00,17,Credit card,5.0,Average
6439,WALM087,Waxahachie,Home and lifestyle,15.0,1,15.0,0.33,4.95,2023-11-17,2023,11,November,4,Friday,0,1900-01-01 17:28:00,17,Credit card,5.0,Average
6440,WALM025,Waco,Fashion accessories,24.0,1,24.0,0.48,11.52,2022-11-11,2022,11,November,4,Friday,0,1900-01-01 17:31:00,17,Credit card,4.0,Average
6441,WALM009,Plano,Home and lifestyle,75.0,1,75.0,0.48,36.0,2022-12-05,2022,12,December,4,Monday,0,1900-01-01 17:17:00,17,Credit card,7.0,Good
6442,WALM003,San Antonio,Fashion accessories,40.0,1,40.0,0.48,19.2,2022-12-23,2022,12,December,4,Friday,0,1900-01-01 17:38:00,17,Credit card,5.0,Average
6443,WALM073,Seguin,Home and lifestyle,43.0,2,86.0,0.33,28.380000000000003,2022-12-01,2022,12,December,4,Thursday,0,1900-01-01 18:34:00,18,Credit card,6.0,Good
6444,WALM055,Waxahachie,Fashion accessories,50.0,1,50.0,0.33,16.5,2022-11-29,2022,11,November,4,Tuesday,0,1900-01-01 18:33:00,18,Credit card,6.0,Good
6445,WALM030,Richardson,Home and lifestyle,69.0,3,207.0,0.48,99.36,2022-11-02,2022,11,November,4,Wednesday,0,1900-01-01 16:15:00,16,Credit card,6.0,Good
6446,WALM056,Rowlett,Fashion accessories,38.0,3,114.0,0.33,37.620000000000005,2023-11-01,2023,11,November,4,Wednesday,0,1900-01-01 17:03:00,17,Credit card,5.0,Average
6447,WALM058,Port Arthur,Home and lifestyle,45.0,3,135.0,0.33,44.550000000000004,2022-11-15,2022,11,November,4,Tuesday,0,1900-01-01 15:25:00,15,Credit card,5.0,Average
6448,WALM074,Weslaco,Fashion accessories,37.0,1,37.0,0.33,12.21,2022-12-21,2022,12,December,4,Wednesday,0,1900-01-01 16:36:00,16,Cash,5.0,Average
6449,WALM050,Victoria,Home and lifestyle,25.0,2,50.0,0.48,24.0,2021-12-11,2021,12,December,4,Saturday,1,1900-01-01 19:12:00,19,Ewallet,6.0,Good
6450,WALM030,Richardson,Fashion accessories,51.0,3,153.0,0.48,73.44,2023-11-11,2023,11,November,4,Saturday,1,1900-01-01 15:53:00,15,Credit card,7.0,Good
6451,WALM084,Schertz,Home and lifestyle,21.0,1,21.0,0.33,6.930000000000001,2022-11-11,2022,11,November,4,Friday,0,1900-01-01 19:33:00,19,Credit card,4.0,Average
6452,WALM025,Waco,Fashion accessories,15.0,2,30.0,0.48,14.399999999999999,2021-11-13,2021,11,November,4,Saturday,1,1900-01-01 16:36:00,16,Credit card,4.0,Average
6453,WALM089,Southlake,Home and lifestyle,38.0,3,114.0,0.33,37.620000000000005,2020-12-13,2020,12,December,4,Sunday,1,1900-01-01 19:45:00,19,Credit card,7.0,Good
6454,WALM099,Weatherford,Fashion accessories,72.0,2,144.0,0.18,25.919999999999998,2020-11-26,2020,11,November,4,Thursday,0,1900-01-01 15:16:00,15,Credit card,3.0,Poor
6455,WALM038,Sugar Land,Home and lifestyle,78.0,1,78.0,0.48,37.44,2023-11-19,2023,11,November,4,Sunday,1,1900-01-01 16:21:00,16,Credit card,4.0,Average
6456,WALM075,San Marcos,Fashion accessories,39.0,2,78.0,0.33,25.740000000000002,2022-11-01,2022,11,November,4,Tuesday,0,1900-01-01 16:29:00,16,Credit card,4.0,Average
6457,WALM046,Temple,Home and lifestyle,41.0,1,41.0,0.48,19.68,2021-12-01,2021,12,December,4,Wednesday,0,1900-01-01 20:49:00,20,Credit card,7.0,Good
6458,WALM009,Plano,Fashion accessories,85.0,1,85.0,0.48,40.8,2021-11-10,2021,11,November,4,Wednesday,0,1900-01-01 16:23:00,16,Credit card,6.0,Good
6459,WALM055,Waxahachie,Home and lifestyle,44.0,2,88.0,0.33,29.040000000000003,2020-12-07,2020,12,December,4,Monday,0,1900-01-01 20:39:00,20,Credit card,6.0,Good
6460,WALM029,Round Rock,Fashion accessories,73.0,3,219.0,0.48,105.11999999999999,2022-12-04,2022,12,December,4,Sunday,1,1900-01-01 16:14:00,16,Credit card,7.0,Good
6461,WALM054,Sherman,Home and lifestyle,83.0,1,83.0,0.21,17.43,2022-12-22,2022,12,December,4,Thursday,0,1900-01-01 18:45:00,18,Credit card,4.0,Average
6462,WALM054,Sherman,Fashion accessories,37.0,3,111.0,0.21,23.31,2023-12-20,2023,12,December,4,Wednesday,0,1900-01-01 19:32:00,19,Credit card,4.0,Average
6463,WALM003,San Antonio,Home and lifestyle,50.0,3,150.0,0.36,54.0,2022-11-11,2022,11,November,4,Friday,0,1900-01-01 16:50:00,16,Credit card,3.0,Poor
6464,WALM032,Tyler,Fashion accessories,70.0,3,210.0,0.48,100.8,2023-12-01,2023,12,December,4,Friday,0,1900-01-01 20:22:00,20,Credit card,5.0,Average
6465,WALM074,Weslaco,Home and lifestyle,83.0,3,249.0,0.33,82.17,2022-12-22,2022,12,December,4,Thursday,0,1900-01-01 18:04:00,18,Cash,4.0,Average
6466,WALM035,San Angelo,Fashion accessories,21.0,2,42.0,0.48,20.16,2023-12-14,2023,12,December,4,Thursday,0,1900-01-01 20:10:00,20,Credit card,7.0,Good
6467,WALM030,Richardson,Home and lifestyle,78.0,3,234.0,0.48,112.32,2021-11-23,2021,11,November,4,Tuesday,0,1900-01-01 16:22:00,16,Credit card,6.0,Good
6468,WALM009,Plano,Fashion accessories,41.0,1,41.0,0.48,19.68,2020-12-23,2020,12,December,4,Wednesday,0,1900-01-01 17:18:00,17,Credit card,7.0,Good
6469,WALM055,Waxahachie,Home and lifestyle,37.0,3,111.0,0.33,36.63,2022-11-25,2022,11,November,4,Friday,0,1900-01-01 15:42:00,15,Credit card,4.0,Average
6470,WALM086,Rosenberg,Fashion accessories,76.0,3,228.0,0.33,75.24000000000001,2023-12-04,2023,12,December,4,Monday,0,1900-01-01 18:02:00,18,Credit card,6.0,Good
6471,WALM069,Rockwall,Home and lifestyle,63.0,1,63.0,0.33,20.790000000000003,2023-12-11,2023,12,December,4,Monday,0,1900-01-01 20:28:00,20,Credit card,7.0,Good
6472,WALM069,Rockwall,Fashion accessories,46.0,2,92.0,0.33,30.360000000000003,2022-12-26,2022,12,December,4,Monday,0,1900-01-01 19:15:00,19,Credit card,6.0,Good
6473,WALM089,Southlake,Home and lifestyle,71.0,3,213.0,0.33,70.29,2023-11-17,2023,11,November,4,Friday,0,1900-01-01 16:36:00,16,Credit card,7.0,Good
6474,WALM038,Sugar Land,Fashion accessories,80.0,1,80.0,0.48,38.4,2020-12-12,2020,12,December,4,Saturday,1,1900-01-01 15:11:00,15,Credit card,3.0,Poor
6475,WALM074,Weslaco,Home and lifestyle,63.0,3,189.0,0.33,62.370000000000005,2021-12-29,2021,12,December,4,Wednesday,0,1900-01-01 18:07:00,18,Cash,3.0,Poor
6476,WALM086,Rosenberg,Fashion accessories,37.0,1,37.0,0.33,12.21,2022-12-17,2022,12,December,4,Saturday,1,1900-01-01 19:07:00,19,Credit card,6.0,Good
6477,WALM050,Victoria,Home and lifestyle,24.0,3,72.0,0.48,34.56,2021-12-26,2021,12,December,4,Sunday,1,1900-01-01 16:48:00,16,Ewallet,6.0,Good
6478,WALM069,Rockwall,Fashion accessories,79.0,1,79.0,0.33,26.07,2020-11-20,2020,11,November,4,Friday,0,1900-01-01 19:47:00,19,Credit card,5.0,Average
6479,WALM099,Weatherford,Home and lifestyle,41.0,3,123.0,0.18,22.14,2022-12-28,2022,12,December,4,Wednesday,0,1900-01-01 20:12:00,20,Credit card,6.0,Good
6480,WALM029,Round Rock,Fashion accessories,84.0,2,168.0,0.48,80.64,2020-12-03,2020,12,December,4,Thursday,0,1900-01-01 16:00:00,16,Credit card,7.0,Good
6481,WALM058,Port Arthur,Home and lifestyle,59.0,1,59.0,0.33,19.470000000000002,2021-11-07,2021,11,November,4,Sunday,1,1900-01-01 20:59:00,20,Credit card,5.0,Average
6482,WALM009,Plano,Fashion accessories,51.0,2,102.0,0.48,48.96,2020-12-02,2020,12,December,4,Wednesday,0,1900-01-01 20:09:00,20,Credit card,7.0,Good
6483,WALM073,Seguin,Home and lifestyle,80.0,2,160.0,0.33,52.800000000000004,2020-12-10,2020,12,December,4,Thursday,0,1900-01-01 19:39:00,19,Credit card,7.0,Good
6484,WALM074,Weslaco,Fashion accessories,72.0,2,144.0,0.33,47.52,2022-11-25,2022,11,November,4,Friday,0,1900-01-01 20:38:00,20,Cash,6.0,Good
6485,WALM065,Texas City,Home and lifestyle,64.0,3,192.0,0.33,63.36,2022-11-08,2022,11,November,4,Tuesday,0,1900-01-01 19:49:00,19,Credit card,5.0,Average
6486,WALM086,Rosenberg,Fashion accessories,43.0,1,43.0,0.33,14.190000000000001,2022-11-09,2022,11,November,4,Wednesday,0,1900-01-01 15:53:00,15,Credit card,3.0,Poor
6487,WALM084,Schertz,Home and lifestyle,70.0,2,140.0,0.33,46.2,2020-11-02,2020,11,November,4,Monday,0,1900-01-01 20:20:00,20,Credit card,4.0,Average
6488,WALM056,Rowlett,Fashion accessories,53.0,3,159.0,0.33,52.470000000000006,2023-11-08,2023,11,November,4,Wednesday,0,1900-01-01 17:40:00,17,Credit card,3.0,Poor
6489,WALM084,Schertz,Home and lifestyle,52.0,3,156.0,0.33,51.480000000000004,2023-11-27,2023,11,November,4,Monday,0,1900-01-01 19:08:00,19,Credit card,7.0,Good
6490,WALM056,Rowlett,Fashion accessories,50.0,3,150.0,0.33,49.5,2021-12-05,2021,12,December,4,Sunday,1,1900-01-01 20:07:00,20,Credit card,3.0,Poor
6491,WALM030,Richardson,Home and lifestyle,49.0,3,147.0,0.48,70.56,2020-11-10,2020,11,November,4,Tuesday,0,1900-01-01 20:57:00,20,Credit card,7.0,Good
6492,WALM038,Sugar Land,Fashion accessories,63.0,1,63.0,0.48,30.24,2020-11-27,2020,11,November,4,Friday,0,1900-01-01 15:48:00,15,Credit card,4.0,Average
6493,WALM003,San Antonio,Home and lifestyle,74.0,2,148.0,0.36,53.28,2023-11-25,2023,11,November,4,Saturday,1,1900-01-01 16:36:00,16,Credit card,5.0,Average
6494,WALM086,Rosenberg,Fashion accessories,25.0,1,25.0,0.33,8.25,2023-12-31,2023,12,December,4,Sunday,1,1900-01-01 15:27:00,15,Credit card,4.0,Average
6495,WALM029,Round Rock,Home and lifestyle,55.0,2,110.0,0.48,52.8,2022-11-21,2022,11,November,4,Monday,0,1900-01-01 18:58:00,18,Credit card,6.0,Good
6496,WALM032,Tyler,Fashion accessories,66.0,3,198.0,0.48,95.03999999999999,2020-11-27,2020,11,November,4,Friday,0,1900-01-01 18:01:00,18,Credit card,7.0,Good
6497,WALM065,Texas City,Home and lifestyle,79.0,3,237.0,0.33,78.21000000000001,2021-12-19,2021,12,December,4,Sunday,1,1900-01-01 17:28:00,17,Credit card,5.0,Average
6498,WALM058,Port Arthur,Fashion accessories,34.0,3,102.0,0.33,33.660000000000004,2021-11-15,2021,11,November,4,Monday,0,1900-01-01 17:59:00,17,Credit card,7.0,Good
6499,WALM069,Rockwall,Home and lifestyle,61.0,2,122.0,0.33,40.260000000000005,2023-12-20,2023,12,December,4,Wednesday,0,1900-01-01 20:17:00,20,Credit card,6.0,Good
6500,WALM074,Weslaco,Fashion accessories,25.0,3,75.0,0.33,24.75,2022-12-12,2022,12,December,4,Monday,0,1900-01-01 19:37:00,19,Cash,6.0,Good
6501,WALM030,Richardson,Home and lifestyle,22.0,3,66.0,0.48,31.68,2023-12-29,2023,12,December,4,Friday,0,1900-01-01 19:00:00,19,Credit card,5.0,Average
6502,WALM055,Waxahachie,Fashion accessories,71.0,3,213.0,0.33,70.29,2023-11-21,2023,11,November,4,Tuesday,0,1900-01-01 15:38:00,15,Credit card,4.0,Average
6503,WALM075,San Marcos,Home and lifestyle,85.0,3,255.0,0.33,84.15,2020-11-18,2020,11,November,4,Wednesday,0,1900-01-01 15:35:00,15,Credit card,7.0,Good
6504,WALM099,Weatherford,Fashion accessories,43.0,2,86.0,0.18,15.479999999999999,2023-12-16,2023,12,December,4,Saturday,1,1900-01-01 16:24:00,16,Credit card,3.0,Poor
6505,WALM074,Weslaco,Home and lifestyle,21.0,3,63.0,0.33,20.790000000000003,2023-12-29,2023,12,December,4,Friday,0,1900-01-01 16:28:00,16,Cash,3.0,Poor
6506,WALM025,Waco,Fashion accessories,39.0,3,117.0,0.48,56.16,2020-12-05,2020,12,December,4,Saturday,1,1900-01-01 17:27:00,17,Credit card,6.0,Good
6507,WALM073,Seguin,Home and lifestyle,39.0,1,39.0,0.33,12.870000000000001,2021-11-27,2021,11,November,4,Saturday,1,1900-01-01 20:17:00,20,Credit card,7.0,Good
6508,WALM082,Weslaco,Fashion accessories,34.0,1,34.0,0.33,11.22,2023-11-11,2023,11,November,4,Saturday,1,1900-01-01 17:04:00,17,Cash,4.0,Average
